expression,reading,meaning,tags,guid,ความหมาย
原,はら,"field, plain",JLPT JLPT_2 JLPT_3,c<(AEgR!*z,ทุ่งนา ที่ราบ
バランス,バランス,balance,JLPT JLPT_2 JLPT_3,QVn*9^P55E,สมดุล
針,はり,"needle, hand (e.g., clock)",JLPT JLPT_2 JLPT_3,QA`E9TI{mo,"เข็ม, มือ (เช่น นาฬิกา)"
範囲,はんい,"extent, scope, range",JLPT JLPT_2 JLPT_3,r:1!2<WUUN,"ขอบเขต, ขนาด, ช่วง"
反抗,はんこう,"opposition, resistance",JLPT JLPT_2 JLPT_3,"IDJ,GPHc09",การต่อต้าน การขัดขวาง
犯罪,はんざい,crime,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10,h9%1~S`/5q,อาชญากรรม
ハンサム,ハンサム,handsome,JLPT JLPT_2 JLPT_3,F8GaX2S*6r,หล่อ
反省,はんせい,"reflection, reconsideration, regret",JLPT JLPT_2 JLPT_3,jl_=K>.y=r,การไตร่ตรอง การพิจารณาใหม่ ความเสียใจ
判断,はんだん,"judgment, decision",JLPT JLPT_2 JLPT_3,v@gzHM&*wS,การตัดสินใจ
犯人,はんにん,"offender, criminal",JLPT JLPT_3 JLPT_2 Genki Genki_Ln.21,KepmoPPwL&,ผู้กระทำผิด อาชญากร
販売,はんばい,"sale, selling, marketing",JLPT JLPT_2 JLPT_3,c`5qHhM#2.,การขาย การตลาด
灯,ひ,light,JLPT JLPT_2 JLPT_3,I||i~_;O|L,แสงสว่าง
ビール,ビール,beer,JLPT Genki_Ln.11 JLPT_3 JLPT_2 Genki,l^Yo8c$buu,เบียร์
被害,ひがい,damage,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10,tAfC4<pK2g,ความเสียหาย
比較,ひかく,comparison,JLPT JLPT_2 JLPT_3,JGY{<0z3/z,การเปรียบเทียบ
ピクニック,ピクニック,picnic,JLPT JLPT_2 JLPT_3,oc^zhI)pBK,ปิกนิก
悲劇,ひげき,tragedy,JLPT JLPT_2 JLPT_3,EzhU5X_S}(,โศกนาฏกรรม
飛行,ひこう,"aviation, flight",JLPT JLPT_2 JLPT_3,rAR4=4~Jb^,"การบิน, เที่ยวบิน"
膝,ひざ,"knee, lap",JLPT JLPT_2 JLPT_3,I?$>s3Mj7%,"เข่า, ตัก"
非常,ひじょう,"emergency, extraordinary, unusual",JLPT JLPT_2 JLPT_3,jIVGL0x@qc,"เหตุฉุกเฉิน, พิเศษ, ผิดปกติ"
美人,びじん,beautiful person (woman),JLPT JLPT_2 JLPT_3,g|cQb(%])I,คนสวย (ผู้หญิง)
額,ひたい,"forehead, brow",JLPT JLPT_2 JLPT_3,K}(BncWd~a,หน้าผาก คิ้ว
日付,ひづけ,"date, dating",JLPT JLPT_2 JLPT_3,jl00WKL;dH,"วันที่, การออกเดท"
引越し,ひっこし,"moving, changing residence",JLPT JLPT_2 JLPT_3,"rxV,INx<Hk",ย้ายที่อยู่ เปลี่ยนที่อยู่อาศัย
必死,ひっし,"desperation, frantic, inevitable result",JLPT JLPT_2 JLPT_3,nC7R$*m=)e,ความสิ้นหวัง ความบ้าคลั่ง ผลลัพธ์ที่หลีกเลี่ยงไม่ได้
ぴったり,ぴったり,"exactly, neatly, sharp",JLPT JLPT_2 JLPT_3,gEO0@gf40A,ถูกต้อง เรียบร้อย คมชัด
引っ張る,ひっぱる,"to pull, to stretch, to drag",JLPT JLPT_2 JLPT_3,FzRJSNQfTY,"ดึง, ยืด, ลาก"
否定,ひてい,"negation, denial",JLPT JLPT_2 JLPT_3,hq]bB}D.D,"การปฏิเสธ, การไม่ยอมรับ"
ビデオ,ビデオ,video tape; VCR,JLPT JLPT_3 JLPT_2 Genki_Ln.3 Genki,fVfQ41zUR-,เทปวิดีโอ; เครื่องเล่นวิดีโอ
一言,ひとこと,one word,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.12,cb)`=-[#ld,คำเดียว
人込み,ひとごみ,crowd of people,JLPT JLPT_2 JLPT_3,ew])gT]]&],ฝูงชน
等しい,ひとしい,equal,JLPT JLPT_2 JLPT_3,g*T^:&)[`f,เท่ากัน
独り,ひとり,"alone, unmarried",JLPT JLPT_2 JLPT_3,CIC9}ZNl+],อยู่คนเดียว ยังไม่แต่งงาน
一人一人,ひとりひとり,"one by one, each",JLPT JLPT_2 JLPT_3,g/LDWyd~bV,ทีละคน แต่ละคน
批判,ひはん,criticism,JLPT JLPT_2 JLPT_3,sSt}v%TolX,การวิจารณ์
批評,ひひょう,"criticism, review, commentary",JLPT JLPT_2 JLPT_3,nZusJ0/%}S,"คำวิจารณ์, บทวิจารณ์, ความคิดเห็น"
秘密,ひみつ,"secret, secrecy",Genki_Ln.17 JLPT JLPT_3 JLPT_2 Genki,K8:/c`_D0>,ความลับ การเก็บความลับ
微妙,びみょう,"delicate, subtle",JLPT JLPT_2 JLPT_3,y[W__*[UUc,ละเอียดอ่อน นุ่มนวล
紐,ひも,"string, cord",JLPT JLPT_2 JLPT_3,p`?=+t<[ZR,"เชือก, สาย"
冷やす,ひやす,"to cool, to refrigerate",JLPT JLPT_2 JLPT_3,DSr^r:qjw.,"เพื่อทำให้เย็น, เพื่อแช่เย็น"
費用,ひよう,"cost, expense",JLPT JLPT_2 JLPT_3,r1KmsC-Y<P,ต้นทุน ค่าใช้จ่าย
表,ひょう,"table (e.g., Tab 1), chart, list",JLPT JLPT_2 JLPT_3,C+2G67mxr#,"ตาราง (เช่น แท็บ 1), แผนภูมิ, รายการ"
秒,びょう,second (60th min),JLPT JLPT_2 JLPT_3,yX.tO*9QI!,วินาที (นาทีที่ 60)
評価,ひょうか,"assessment, evaluation",JLPT JLPT_2 JLPT_3,u;D]S#_>Xe,การประเมิน การตรวจสอบ
表現,ひょうげん,"expression, presentation",JLPT JLPT_2 JLPT_3,luB++%rSgA,การแสดงออก การนำเสนอ
表情,ひょうじょう,facial expression,JLPT JLPT_2 JLPT_3,hyoeK91[Bh,การแสดงออกทางสีหน้า
平等,びょうどう,"equality, impartiality, evenness",JLPT JLPT_2 JLPT_3,AJ(ugjSc/!,ความเสมอภาค ความเที่ยงธรรม ความเท่าเทียมกัน
評判,ひょうばん,"fame, reputation",JLPT JLPT_2 JLPT_3,wS@|p-w%.R,"ชื่อเสียง, เกียรติยศ"
表面,ひょうめん,"surface, outside, face",JLPT JLPT_2 JLPT_3,u`tQMUrn$Y,"พื้นผิว, ด้านนอก, หน้า"
広がる,ひろがる,"to spread (out), to extend, to stretch, to reach to, to get around",JLPT JLPT_2 JLPT_3,uwnemtdnp7,"แผ่ขยาย, ขยายออก, ยืดออก, เอื้อมถึง, ครอบคลุม"
広げる,ひろげる,"to spread, to extend, to expand, to enlarge",JLPT JLPT_2 JLPT_3,",acb]qNE)","แพร่กระจาย, ขยาย, ทำให้ใหญ่ขึ้น"
広める,ひろめる,"to broaden, to propagate",JLPT JLPT_2 JLPT_3,A(+H=R:mLS,เพื่อขยายให้กว้างขึ้น เพื่อเผยแพร่
品,ひん,"goods; taste, elegance",JLPT JLPT_2 JLPT_3,G((JK!Y$Y=,"สินค้า; รสนิยม, ความสง่างาม"
瓶,びん,bottle,JLPT JLPT_2 JLPT_3,s2SgOi7f``,ขวด
便,びん,"way, means; flight",JLPT Genki_Ln.10 JLPT_3 JLPT_2 Genki,"hW&&,9z!hz","วิธี, หนทาง; การบิน"
ピン,ピン,pin,JLPT JLPT_2 JLPT_3,w[{)#&AAgf,เข็มหมุด
不,ふ,"un(~), non(~), negative prefix",JLPT JLPT_2 JLPT_3,DaVjdKEUb@,"un(~), ไม่ใช่(~), คำนำหน้าเชิงลบ"
不,ぶ,"un(~), non(~), negative prefix",JLPT JLPT_2 JLPT_3,xWoO+hKXb|,"un(~), ไม่ใช่(~), คำนำหน้าเชิงลบ"
無,ぶ,"nothing, naught, nil, zero",JLPT JLPT_2 JLPT_3,"F0,T~)w`pd","ไม่มีอะไรเลย, ศูนย์, ไม่มีเลย, ศูนย์"
分,ぶ,"dividing, part",JLPT JLPT_2 JLPT_3,o4et&;Hn=[,"การแบ่ง, ส่วน"
不安,ふあん,"anxiety, uneasiness",JLPT JLPT_2 JLPT_3,B.}P5XzBC<,ความวิตกกังวล ความไม่สบายใจ
風景,ふうけい,scenery,JLPT JLPT_2 JLPT_3,K|bB_b5g2q,ทิวทัศน์
夫婦,ふうふ,"married couple, husband and wife",JLPT Genki_Ln.14 Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14 Genki,vE=+[H1Y=?,"คู่สมรส, สามีและภรรยา"
笛,ふえ,"flute, whistle",JLPT JLPT_2 JLPT_3,j~98+xAGu/,"ขลุ่ย, นกหวีด"
不可,ふか,"wrong, bad, impossible",JLPT JLPT_2 JLPT_3,c4*Ann{K[p,ผิดพลาด ไม่ดี เป็นไปไม่ได้
深まる,ふかまる,to deepen,JLPT JLPT_2 JLPT_3,nFYj_QbHY$,เพื่อทำให้ลึกซึ้งยิ่งขึ้น
武器,ぶき,"weapon, arms",JLPT JLPT_2 JLPT_3,"k{:ASZ}`4,","อาวุธ, ยุทโธปกรณ์"
拭く,ふく,"to wipe, to dry",JLPT JLPT_2 JLPT_3,C+1a]]!)6B,"เช็ด, ทำให้แห้ง"
服装,ふくそう,"clothes, attire",JLPT JLPT_2 JLPT_3,zfH3Izi6=g,เสื้อผ้า เครื่องแต่งกาย
含む,ふくむ,"to contain, to include",JLPT JLPT_2 JLPT_3,qU@`!oQ_~},เพื่อบรรจุ เพื่อรวมไว้
含める,ふくめる,to include,JLPT JLPT_2 JLPT_3,Lp<OS_$:v^,เพื่อรวม
袋,ふくろ,"bag, sack",JLPT JLPT_2 JLPT_3,fF&Fkk&[N(,"กระเป๋า, กระสอบ"
不幸,ふこう,"unhappiness, sorrow, misfortune",JLPT JLPT_2 JLPT_3,n27gAU4MS<,ความทุกข์ ความเศร้า ความโชคร้าย
節,ふし,"tune, tone, knob",JLPT JLPT_2 JLPT_3,meTR#p8LaO,"จูน, โทนเสียง, ปุ่มปรับ"
無事,ぶじ,"safety, peace",JLPT JLPT_2 JLPT_3,c|X1eKToE(,ความปลอดภัย ความสงบสุข
不思議,ふしぎ,"mystery, curiosity",JLPT JLPT_2 JLPT_3,i2aoaA[Rbt,ความลึกลับ ความอยากรู้อยากเห็น
不自由,ふじゆう,"discomfort, disability, inconvenience",JLPT JLPT_2 JLPT_3,OXxKs56cIo,ความไม่สบาย ความพิการ ความไม่สะดวก
夫人,ふじん,"wife, Mrs, madam",JLPT JLPT_2 JLPT_3,"L,Jr>b/Q=,","ภรรยา, นาง, คุณหญิง"
婦人,ふじん,woman (same as 女性 (じょせい)、女の人 (おんなのひと)),JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13,MGNGYZeM?*,"ผู้หญิง (เหมือนกับ 女性 (じょせい),女の人 (おんなのひと))"
不正,ふせい,"injustice, unfairness",JLPT JLPT_2 JLPT_3,J.&5HDb8II,ความอยุติธรรม ความไม่เป็นธรรม
防ぐ,ふせぐ,"to defend (against), to protect, to prevent",JLPT JLPT_2 JLPT_3,O_+;lEJg#],"เพื่อป้องกัน (จาก), เพื่อปกป้อง, เพื่อยับยั้ง"
不足,ふそく,"insufficiency, shortage",JLPT JLPT_2 JLPT_3,Ip|9ih@[9P,"ความไม่เพียงพอ, การขาดแคลน"
舞台,ぶたい,stage (theater),JLPT JLPT_2 JLPT_3,rkMf{ZSRD@,เวที (โรงละคร)
双子,ふたご,"twins, a twin",JLPT JLPT_2 JLPT_3,Bb6Pii78=4,"แฝด, แฝด"
再び,ふたたび,"again, once more, a second time",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13,C$(!v<U~%+,อีกครั้งหนึ่ง ครั้งที่สอง
普段,ふだん,"in everyday situations, usually, ordinarily",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15,scK7$1)*7n,ในสถานการณ์ทั่วไปในชีวิตประจำวัน โดยปกติแล้ว
縁,ふち,"edge, rim",JLPT JLPT_2 JLPT_3,Nc2^vNEcht,"ขอบ, ริม"
打つ,ぶつ,"to hit, to strike",JLPT JLPT_2 JLPT_3,rp}j9GjVWq,"ตี, โจมตี"
不通,ふつう,"blockade, interruption, stoppage",JLPT JLPT_2 JLPT_3,qN|Fjh.;To,การปิดล้อม การขัดจังหวะ การหยุดชะงัก
物価,ぶっか,(commodity/consumer) prices,JLPT Genki_Ln.13 Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.6 Genki,ihU<14Ch9m,ราคา (สินค้า/ผู้บริโภค)
ぶつかる,ぶつかる,"to strike, to collide with",JLPT JLPT_2 JLPT_3,l|QjAIGc3_,"ชน, ปะทะ"
ぶつける,ぶつける,"to knock, to strike hard, to hit and attack",JLPT JLPT_2 JLPT_3,F|EgJ%pFG_,"เคาะ, ตีอย่างแรง, โจมตี"
物質,ぶっしつ,"material, substance",JLPT JLPT_2 JLPT_3,Au^iDD.N(f,"วัสดุ, สารประกอบ"
物理,ぶつり,physics,JLPT JLPT_2 JLPT_3,vOwM[uj*81,ฟิสิกส์
筆,ふで,writing brush,JLPT JLPT_2 JLPT_3,AAA2r[Yuck,พู่กันเขียน
ふと,ふと,"suddenly, accidentally, incidentally",JLPT JLPT_2 JLPT_3,ueC<>j12PB,ทันทีทันใด โดยบังเอิญ โดยไม่ได้ตั้งใจ
部分,ぶぶん,"portion, section, part",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.12,"iSJ`*:5M,+","ส่วน, หมวด, ชิ้นส่วน"
不平,ふへい,"complaint, discontent, dissatisfaction",JLPT JLPT_2 JLPT_3,xl2t9%M;*h,การร้องเรียน ความไม่พอใจ ความไม่พึงพอใจ
不満,ふまん,"dissatisfaction, discontent, complaints",JLPT JLPT_2 JLPT_3,I5+Cu{SM(2,"ความไม่พอใจ, ความไม่ลงรอย, การร้องเรียน"
増やす,ふやす,"to increase (v.t.), to add to",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14,Ar(_{MW+^n,เพิ่มขึ้น (กริยา) เพิ่มเข้าไป
殖やす,ふやす,"to increase, to add to",JLPT JLPT_2 JLPT_3,yaa{zbSv|8,"เพิ่มขึ้น, เสริม"
プラス,プラス,plus,JLPT JLPT_2 JLPT_3,IhKRA}1l&s,บวก
プラスチック,プラスチック,plastic,JLPT JLPT_2 JLPT_3,fkV!PD4#0R,พลาสติก
プラン,プラン,plan,JLPT JLPT_2 JLPT_3,E)+h>:kQ+P,วางแผน
不利,ふり,"disadvantage, drawback",JLPT JLPT_2 JLPT_3,uWj1Y*sKn!,"ข้อเสีย, จุดด้อย"
振る,ふる,"to wave, to shake; to sprinkle; to cast (actor)",JLPT JLPT_2 JLPT_3,"re,?~GZ/4O","โบกมือ, เขย่า; โปรยน้ำ; คัดตัว (นักแสดง)"
震える,ふるえる,"to shiver, to shake, to quake",JLPT JLPT_2 JLPT_3,"E(?h_-A^M,",สั่นสะท้าน ตัวสั่น ไหวสะเทือน
ブレーキ,ブレーキ,a brake,JLPT JLPT_2 JLPT_3,J$]6GJ*G:F,เบรก
触れる,ふれる,"to touch, to feel, to violate",JLPT JLPT_2 JLPT_3,GdRl?vrR-7,สัมผัส รู้สึก ละเมิด
プロ,プロ,professional,JLPT JLPT_2 JLPT_3,r@c|.GwEZG,มืออาชีพ
分,ぶん,"dividing, part, segment",JLPT JLPT_2 JLPT_3,B<D}`v5/5#,"การแบ่ง, ส่วน, เซ็กเมนต์"
文,ぶん,sentence,JLPT JLPT_2 JLPT_3,rA-6gilLFb,ประโยค
雰囲気,ふんいき,"atmosphere (e.g., musical), mood, ambiance",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.12,u~WAeLx^(1,"บรรยากาศ (เช่น ด้านดนตรี), อารมณ์, บรรยากาศโดยรอบ"
分析,ぶんせき,analysis,JLPT JLPT_2 JLPT_3,BW:70ufQAS,การวิเคราะห์
文明,ぶんめい,civilization,JLPT JLPT_2 JLPT_3,sa[`h{Q=[9,อารยธรรม
分野,ぶんや,"field, sphere",JLPT JLPT_2 JLPT_3,H9@l-COvuo,"สนาม, ทรงกลม"
塀,へい,"wall, fence",JLPT JLPT_2 JLPT_3,b`Q#tC3%LL,"กำแพง, รั้ว"
平均,へいきん,"equilibrium, balance, average",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.5,"Ipp8-,$Ihp","สมดุล, ความสมดุล, ค่าเฉลี่ย"
平和,へいわ,peace,JLPT JLPT_2 JLPT_3,pDR:k1Uvab,ความสงบ
別に,べつに,"(not) particularly, nothing",JLPT JLPT_2 JLPT_3,N>j!Oh:%5^,ไม่โดยเฉพาะ ไม่มีอะไรเลย
減らす,へらす,"to decrease, to diminish",JLPT JLPT_2 JLPT_3,L|9vM+.g[_,"ลดลง, ทำให้น้อยลง"
減る,へる,"to decrease (in size or number), to diminish",JLPT JLPT_2 JLPT_3,M^Mg^hFF~i,ลดลง (ในขนาดหรือจำนวน) น้อยลง
ベルト,ベルト,Belt for western clothes,JLPT JLPT_2 JLPT_3,GTcb.}|Giw,เข็มขัดสำหรับชุดสไตล์ตะวันตก
変化,へんか,"change, variation, shift",JLPT JLPT_2 JLPT_3,j9UWX/@2ih,"การเปลี่ยนแปลง, ความแปรผัน, การเลื่อน"
ペンキ,ペンキ,paint,JLPT JLPT_2 JLPT_3,DLO8LLG3|x,สี
変更,へんこう,"change, modification, alteration",JLPT JLPT_2 JLPT_3,bB&QqdWqmy,การเปลี่ยนแปลง การแก้ไข การดัดแปลง
ベンチ,ベンチ,bench,JLPT JLPT_2 JLPT_3,"l,WHbG]2JH",ม้านั่ง
弁当,べんとう,box lunch,JLPT JLPT_2 JLPT_3,zNBqv(&}s^,กล่องอาหารกลางวัน
方,ほう,side,JLPT JLPT_2 JLPT_3,gma?L!#ps{,ด้านข้าง
法,ほう,Act (law: the X Act),JLPT JLPT_2 JLPT_3,okCQ@hxlIS,พระราชบัญญัติ (กฎหมาย: พระราชบัญญัติที่ 10)
棒,ぼう,"pole, rod, stick",JLPT JLPT_2 JLPT_3,funENr~TQC,"เสา, ไม้, แท่ง"
冒険,ぼうけん,"risk, venture, adventure",JLPT JLPT_2 JLPT_3,Fyl;77x&X*,ความเสี่ยง การเสี่ยงภัย การผจญภัย
方向,ほうこう,"direction, course, way",JLPT JLPT_2 JLPT_3,QgNti^#[oD,ทิศทาง เส้นทาง
報告,ほうこく,"report, information",JLPT JLPT_2 JLPT_3,y4Y?|#~uOX,รายงาน ข้อมูล
宝石,ほうせき,"gem, jewel",JLPT JLPT_2 JLPT_3,Dj6XgRBu}x,"อัญมณี, เครื่องประดับ"
包装,ほうそう,"packing, wrapping",JLPT JLPT_2 JLPT_3,Otsl}ZzWXb,การบรรจุห่อ
豊富,ほうふ,"abundance, plenty",JLPT JLPT_2 JLPT_3,Cs6%u[Qn0$,ความอุดมสมบูรณ์ ความเหลือเฟือ
方法,ほうほう,"method, means, technique",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.8,isN8<2KrA#,"วิธีการ, เครื่องมือ, เทคนิค"
方々,ほうぼう,"here and there, everywhere",JLPT JLPT_2 JLPT_3,wl^OUsh)0d,ที่นี่และที่นั่น ทุกที่
訪問,ほうもん,"call, visit",JLPT JLPT_2 JLPT_3,hsC[X6BGUF,"โทรติดต่อ, เยี่ยมชม"
吠える,ほえる,"to bark, to howl",JLPT JLPT_2 JLPT_3,r$WR%olfa6,"เห่า, หอน"
ボーイ,ボーイ,porter; boy,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.6,Im8]7VT7{#,พนักงานยกกระเป๋า; เด็กชาย
ボート,ボート,rowing boat,JLPT JLPT_2 JLPT_3,xMp/lL<RR-,เรือพาย
ホーム,ホーム,platform; home,JLPT JLPT_2 JLPT_3,EyGV_xL&38,แพลตฟอร์ม; บ้าน
ボール,ボール,ball; bowl,JLPT JLPT_3 JLPT_2 Genki_Ln.22 Genki,CO}gO)BA1a,ลูกบอล; ชาม
他,ほか,other (esp. places and things),JLPT JLPT_2 JLPT_3,vw>|`^Bt^u,อื่นๆ (โดยเฉพาะสถานที่และสิ่งของ)
誇り,ほこり,pride,JLPT JLPT_2 JLPT_3,yj*)/<J;Jj,ความภาคภูมิใจ
埃,ほこり,dust,JLPT JLPT_2 JLPT_3,AO.~g!:dGf,ฝุ่น
保証,ほしょう,"guarantee, assurance, warranty",JLPT JLPT_2 JLPT_3,oroU@#(;}/,"การรับประกัน, การยืนยัน, การรับประกัน"
保存,ほぞん,"preservation, conservation",JLPT JLPT_2 JLPT_3,hSWOh8}x1v,"การอนุรักษ์, การรักษา"
歩道,ほどう,walkway,JLPT JLPT_2 JLPT_3,oWq+gh5t1f,ทางเดิน
仏,ほとけ,Buddha,JLPT JLPT_2 JLPT_3,r;K:#?B1W_,พระพุทธเจ้า
骨,ほね,bone,JLPT JLPT_2 JLPT_3,F)(n<tky^7,กระดูก
炎,ほのお,flame,JLPT JLPT_2 JLPT_3,td^&#ApIPe,เปลวไฟ
頬,ほほ,cheek (of face),JLPT JLPT_2 JLPT_3,MW?sJAMVg:,แก้ม (ของใบหน้า)
頬,ほお,cheek (of face),JLPT JLPT_2 JLPT_3,eOL%=W-J#7,แก้ม (ของใบหน้า)
ほぼ,ほぼ,"almost, roughly",JLPT JLPT_2 JLPT_3,d^=kc;gm+o,เกือบจะโดยประมาณ
微笑む,ほほえむ,to smile,JLPT JLPT_2 JLPT_3,wVB=qNZz4J,ยิ้ม
堀,ほり,"moat, canal",JLPT JLPT_2 JLPT_3,FxbDaPc9#x,คูเมือง คลอง
濠,ほり,moat,JLPT JLPT_2 JLPT_3,tU(_Pmvb9R,คูเมือง
本当,ほんと,"truth, reality",JLPT JLPT_2 JLPT_3,b&f5kLt[Ac,ความจริง ความเป็นจริง
本人,ほんにん,the person himself,JLPT JLPT_2 JLPT_3,I0[E+qY%jw,บุคคลนั้นเอง
本物,ほんもの,genuine article,JLPT JLPT_2 JLPT_3,yGED#ay|.7,ของแท้
ぼんやり,ぼんやり,"dim, faint, vague",JLPT JLPT_2 JLPT_3,Bu_{)ZzPr#,จางๆ จางๆ ไม่ชัดเจน
間,ま,"space, room, pause",JLPT JLPT_2 JLPT_3,_MKZD^wW5,"พื้นที่, ห้อง, หยุดพัก"
まあ,まあ,well (used when making a modest or hesitant statement),JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13,gK]=+G-`a3,ดี (ใช้เมื่อกล่าวถ่อมตัวหรือลังเล)
マーケット,マーケット,market,JLPT JLPT_2 JLPT_3,"z,Yj6>]ZS]",ตลาด
マイク,マイク,mic,JLPT JLPT_2 JLPT_3,r0v`jqD@%T,ไมค์
迷子,まいご,lost (stray) child,JLPT JLPT_2 JLPT_3,FT#CRKr^or,เด็กหลง (เด็กจรจัด)
マイナス,マイナス,minus,JLPT JLPT_2 JLPT_3,d7Qaj7)8Wq,ลบ
任せる,まかせる,"to entrust to another, to leave to",JLPT JLPT_2 JLPT_3,L[Sv^|TveX,"มอบหมายให้ผู้อื่นดูแล, ปล่อยให้"
巻く,まく,"to wind, to coil, to roll",JLPT JLPT_2 JLPT_3,bZ[[^glA1W,"พัน, ขด, ม้วน"
蒔く,まく,to sow (seeds),JLPT JLPT_2 JLPT_3,H=Zk$-##fv,หว่าน (เมล็ด)
撒く,まく,"to scatter, to sprinkle, to sow",JLPT JLPT_2 JLPT_3,elIwgF9#tO,โปรยปราย โรย ​​หว่าน
幕,まく,"curtain, act (in play)",JLPT JLPT_2 JLPT_3,p/poyGf`R=,"ม่าน, ฉาก (ในละคร)"
負け,まけ,"defeat, loss",JLPT JLPT_2 JLPT_3,Gm;-Q!$V98,"ความพ่ายแพ้, การสูญเสีย"
孫,まご,grandchild,JLPT JLPT_2 JLPT_3,IHHk^Ab_ve,หลาน
まさか,まさか,by no means,JLPT JLPT_2 JLPT_3,M*J/_!BP[F,ไม่เลยแม้แต่น้อย
まさに,まさに,"correctly, surely",JLPT JLPT_2 JLPT_3,PW-SB}B+g9,ถูกต้องแน่นอน
混ざる,まざる,"to be mixed, to mingle with",JLPT JLPT_2 JLPT_3,r;?[!)ts`(,"ผสมปนเปกัน, คลุกคลีกับ"
交ざる,まざる,"to be mixed, to mingle with",JLPT JLPT_2 JLPT_3,4K$w~U;He,"ผสมปนเปกัน, คลุกคลีกับ"
混じる,まじる,"to be mixed, to mingle with",JLPT JLPT_2 JLPT_3,"d#EkI,dbkR","ผสมปนเปกัน, คลุกคลีกับ"
交じる,まじる,"to be mixed, to mingle with",JLPT JLPT_2 JLPT_3,Ek]^@FM&X:,"ผสมปนเปกัน, คลุกคลีกับ"
増す,ます,"to increase, to gain",JLPT JLPT_2 JLPT_3,igA/Wx5uJY,"เพิ่มขึ้น, ได้รับ"
貧しい,まずしい,"poor, needy",JLPT JLPT_2 JLPT_3,yhxCEWNSqv,ยากจน ขัดสน
マスター,マスター,"bar owner, master (e.g., arts, science)",JLPT JLPT_2 JLPT_3,wPc=w@;W9x,"เจ้าของบาร์, ผู้เชี่ยวชาญ (เช่น ศิลปศาสตร์, วิทยาศาสตร์)"
ますます,ますます,"increasingly (same as もっと), more and more",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.9,tuWAGYc>]J,มากขึ้นเรื่อยๆ (เหมือนกับ もっと) มากขึ้นเรื่อยๆ
混ぜる,まぜる,"to mix, to stir",JLPT JLPT_2 JLPT_3,J@;szQ>5H7,"ผสม, คน"
交ぜる,まぜる,"to be mixed, to be blended with",JLPT JLPT_2 JLPT_3,PxviWu8b^f,เพื่อผสม เพื่อรวมเข้าด้วยกัน
街,まち,"town; street, road",JLPT JLPT_2 JLPT_3,HfD?AV.2#Q,"เมือง; ถนน, ทางหลวง"
間違い,まちがい,mistake,JLPT Genki_Ln.19 JLPT_3 JLPT_2 Genki,BDS-:};NM$,ความผิดพลาด
松,まつ,pine tree,JLPT JLPT_2 JLPT_3,q{u(t.GeD(,ต้นสน
真っ赤,まっか,"deep red, flushed (of face)",JLPT JLPT_2 JLPT_3,NaIP;.$n/b,หน้าแดงก่ำ
全く,まったく,"really, completely",JLPT JLPT_2 JLPT_3,N~j_lRE~H>,จริงๆ อย่างสมบูรณ์
祭,まつり,"festival, feast",JLPT JLPT_2 JLPT_3,b~w=W0;TL7,"เทศกาล, งานเลี้ยง"
まとまる,まとまる,"to be collected, to be settled, to be in order",JLPT JLPT_2 JLPT_3,x(|HBhj.8,"ที่ต้องรวบรวม, ที่ต้องชำระ, ที่ต้องจัดระเบียบ"
まとめる,まとめる,"to put in order, to collect, to bring to a conclusion",JLPT JLPT_2 JLPT_3,iFaV|KCNxw,จัดเรียงให้เป็นระเบียบ รวบรวม นำไปสู่ข้อสรุป
学ぶ,まなぶ,to learn; to study,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.8,E-![dvkug},เรียนรู้; ศึกษา
真似,まね,"mimicry, imitation, behavior",JLPT JLPT_2 JLPT_3,Ha/*s9C{]A,"การเลียนแบบ, การทำตาม, พฤติกรรม"
招く,まねく,to invite,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13,rQ0-*9mHkN,เพื่อเชิญ
まぶしい,まぶしい,"dazzling, radiant",JLPT JLPT_2 JLPT_3,JQkYs:8mnj,สว่างไสวเจิดจ้า
