expression,reading,meaning,tags,guid,ความหมาย
真上,まうえ,"just above, right overhead",JLPT_1 JLPT,d)IsOG^B=),ด้านบนเล็กน้อย ขวาเหนือศีรษะ
前売,まえうり,"advance sale, booking",JLPT_1 JLPT,bq0PjYAHh(,"ขายล่วงหน้า, การจอง"
前置き,まえおき,"preface, introduction",JLPT_1 JLPT,w66ywP/&&4,"คำนำ, บทนำ"
任す,まかす,"to entrust, to leave to a person",JLPT_1 JLPT,p:ILhp([Gw,"มอบหมาย, ฝากไว้กับบุคคลใดบุคคลหนึ่ง"
負かす,まかす,to defeat,JLPT_1 JLPT,qi|Hx;t;6u,เพื่อเอาชนะ
賄う,まかなう,"to give board to, to provide meals, to pay",JLPT_1 JLPT,z7=~3@j0#5,ให้ที่พัก ให้อาหาร จ่ายเงิน
紛らわしい,まぎらわしい,"confusing, misleading, ambiguous",JLPT_1 JLPT,"h,2f1PppwU",สับสน เข้าใจผิด คลุมเครือ
紛れる,まぎれる,"to be diverted, to slip into",JLPT_1 JLPT,d#WX3KXSxZ,"ถูกเบี่ยงเบน, หลุดเข้าไป"
真心,まごころ,"sincerity, devotion",JLPT_1 JLPT,D6e()w&]x>,ความจริงใจ ความทุ่มเท
まごつく,まごつく,"to be confused, to be flustered",JLPT_1 JLPT,f/~oJkW$x!,สับสน งุนงง
誠,まこと,"truth, faith, fidelity",JLPT_1 JLPT,t$vv<u=?i:,ความจริง ศรัทธา ความซื่อสัตย์
誠に,まことに,"indeed, really (very polite), absolutely",JLPT_1 JLPT Genki_Ln.20 Genki,P/8R*Tv!+F,จริง ๆ จริง ๆ (สุภาพมาก) อย่างแน่นอน
まさしく,まさしく,"surely, no doubt, evidently",JLPT_1 JLPT,zuz5Xe$DuA,แน่นอน ไม่ต้องสงสัย เห็นได้ชัด
勝る,まさる,"to excel, to surpass, to out-rival",JLPT_1 JLPT,t<|1#xSX&T,เพื่อความเป็นเลิศ เพื่อเหนือกว่า เพื่อเอาชนะ
～増し,～まし,~increase,JLPT_1 JLPT,z5+QCF_t-U,~เพิ่มขึ้น
交える,まじえる,"to mix, to converse with, to cross (swords)",JLPT_1 JLPT,B~3MEZXI+!,"ผสมผสาน, สนทนากัน, โต้เถียงกัน"
真下,ました,"right under, directly below",JLPT_1 JLPT,Iz;A7a]fD~,ตรงด้านล่าง ใต้ลงมาโดยตรง
まして,まして,"still more, still less (with neg. verb), to say nothing of",JLPT_1 JLPT,PY/0T[blt;,ยิ่งน้อยลงไปอีก (ใช้กับกริยาปฏิเสธ) ยังไม่นับรวมด้วย
交わる,まじわる,"to cross, to intersect, to mingle with,",JLPT_1 JLPT,mS|?u$Z<><,"ข้าม, ตัดกัน, ผสมผสานกัน"
麻酔,ますい,anesthesia,JLPT_1 JLPT,"mw>M%F[]D,",ยาชา
またがる (うまを～),またがる (うまを～),to straddle,JLPT_1 JLPT,uN3HnTL61M,คร่อม
待ち合わせ,まちあわせ,appointment,JLPT_1 JLPT,IyY!Ll1/sj,การนัดหมาย
待ち遠しい,まちどおしい,looking forward to,JLPT_1 JLPT,w+0{4=a9>3,ตั้งตารอ
待ち望む,まちのぞむ,"to look anxiously for, to wait eagerly for",JLPT_1 JLPT,CwJO9mIIMV,มองหาอย่างใจจดใจจ่อ รอคอยอย่างกระตือรือร้น
まちまち,まちまち,"various, different",JLPT_1 JLPT,Ddw`;bcVVc,หลากหลาย แตกต่างกัน
末期,まっき,"deathbed, hour of death",JLPT_1 JLPT,GQt+3/1&iv,เตียงนอนก่อนตาย ชั่วโมงแห่งความตาย
真っ二つ,まっぷたつ,in two equal parts,JLPT_1 JLPT,rhE|8rVnO$,ในสองส่วนเท่าๆ กัน
まと,まと,"mark, target",JLPT_1 JLPT,Q*)wm/p9we,"ทำเครื่องหมาย, เป้าหมาย"
纏まり,まとまり,"conclusion, settlement, consistency",JLPT_1 JLPT,"z55#c:D.,?",ข้อสรุป การยุติ ความสอดคล้อง
纏め,まとめ,"settlement, conclusion",JLPT_1 JLPT,oa&iF{vs}),การประนีประนอม ข้อสรุป
免れる,まぬがれる,"to escape from, to be exempted",JLPT_1 JLPT,s%K15EwNfz,เพื่อหลีกหนี เพื่อได้รับการยกเว้น
招き,まねき,invitation,JLPT_1 JLPT,yU~T`=>LDi,การเชิญ
瞬き,まばたき,"wink, twinkling (of stars), flicker (of light)",JLPT_1 JLPT,P9XKDg!![C,"กระพริบตา, แสงระยิบระยับ (ของดวงดาว), แสงริบหรี่ (ของแสง)"
麻痺,まひ,"paralysis, palsy, numbness",JLPT_1 JLPT,"E,_FTp$2/<","อัมพาต, อัมพาตครึ่งซีก, อาการชา"
～まみれ,～まみれ,"covered with (by, in) ~",JLPT_1 JLPT,"sqX,LlH3-A","ปกคลุมด้วย (โดย, ใน) ~"
眉,まゆ,eyebrow,JLPT_1 JLPT,s]w/H=It~C,คิ้ว
鞠,まり,ball,JLPT_1 JLPT,L0Js7PDQey,ลูกบอล
丸ごと,まるごと,"in its entirety, whole, wholly",JLPT_1 JLPT,oAOL{@?a=y,โดยสมบูรณ์ ทั้งหมด โดยสมบูรณ์
まるっきり,まるっきり,"completely, perfectly, just as if",JLPT_1 JLPT,roz]qfa`JS,อย่างสมบูรณ์แบบ ไร้ที่ติ ราวกับว่า
丸々,まるまる,completely,JLPT_1 JLPT,eV$3aB(/)x,อย่างสมบูรณ์
丸める,まるめる,"to make round, to round off, to roll up",JLPT_1 JLPT,Nd=%r[H=>c,"ทำให้กลม, ทำให้เป็นทรงกลม, ม้วนขึ้น"
満月,まんげつ,full moon,JLPT_1 JLPT,dZR3ROGpT$,พระจันทร์เต็มดวง
満場,まんじょう,"unanimous, whole audience",JLPT_1 JLPT,ffiOG%*5K_,เป็นเอกฉันท์ ผู้ชมทั้งหมด
真ん前,まんまえ,"right in front, under the nose",JLPT_1 JLPT,B[GBnZiI4Z,ตรงหน้าเลย ใต้จมูกเลย
真ん丸い,まんまるい,perfectly circular,JLPT_1 JLPT,F)+$.BY>]K,วงกลมสมบูรณ์แบบ
真ん円い,まんまるい,perfectly round,JLPT_1 JLPT,l73GW43&1I,กลมสนิท
～味,～み,~ cast (sense of taste),JLPT_1 JLPT,JZMc!Ve6^U,~ การคัดเลือก (ประสาทสัมผัสในการรับรส)
見合い,みあい,formal marriage interview,JLPT_1 JLPT,dP:cnU(>Lf,การสัมภาษณ์การแต่งงานอย่างเป็นทางการ
見合わせる,みあわせる,to exchange glances; to postpone,JLPT_1 JLPT,o0gE$9N?58,สบตากัน; เลื่อนออกไป
見落とす,みおとす,"to overlook, to fail to notice",JLPT_1 JLPT,pxrQq~WN~>,มองข้าม ไม่สังเกตเห็น
未開,みかい,"savage land, backward region, uncivilized",JLPT_1 JLPT,A5z6h|*?{|,ดินแดนป่าเถื่อน ภูมิภาคล้าหลัง ไร้อารยธรรม
味覚,みかく,"taste, palate, sense of taste",JLPT_1 JLPT,lw?sswB?B?,"รสชาติ, เพดานปาก, ประสาทรับรส"
幹,みき,(tree) trunk,JLPT_1 JLPT,l4N|@LrpFp,ลำต้น (ต้นไม้)
見苦しい,みぐるしい,"unsightly, ugly",JLPT_1 JLPT,"zoS)q7/,pA",น่าเกลียด ไม่น่ามอง
見込み,みこみ,"prospects, expectation, hope",JLPT_1 JLPT,AJ2+ju9lav,โอกาส ความคาดหวัง ความหวัง
未婚,みこん,unmarried,JLPT_1 JLPT,y~*KiMDApr,โสด
未熟,みじゅく,"inexperience, unskilled, immature",JLPT_1 JLPT,Mm``I-uL4c,ขาดประสบการณ์ ขาดทักษะ ยังไม่เป็นผู้ใหญ่
微塵,みじん,"particle, atom",JLPT_1 JLPT,xr|L`N8dB@,อนุภาค อะตอม
水気,みずけ,"moisture, dampness",JLPT_1 JLPT,"AAG,tXSTs&",ความชื้น ความเปียกชื้น
ミスプリント,ミスプリント,misprint,JLPT_1 JLPT,MN~t-y(9f/,พิมพ์ผิด
みすぼらしい,みすぼらしい,"shabby, seedy",JLPT_1 JLPT,zZ?|#(.Ue2,ทรุดโทรม สกปรก
ミセス,ミセス,Mrs.,JLPT_1 JLPT,FN(%bDaCYE,นาง
見せびらかす,みせびらかす,"to show off, to flaunt",JLPT_1 JLPT,vp0up+%&~4,เพื่ออวด เพื่อโชว์
見せ物,みせもの,"show, exhibition",JLPT_1 JLPT,Cc24XA|;u.,"การแสดง, นิทรรศการ"
溝,みぞ,"ditch, drain, gutter, gap",JLPT_1 JLPT,"k,R(3N{_j9","คูน้ำ, ท่อระบายน้ำ, รางน้ำ, ช่องว่าง"
満たす,みたす,"to satisfy, to ingratiate, to fill, to fulfill",JLPT_1 JLPT,B44j~=|$C},เพื่อทำให้พอใจ เพื่อเอาใจ เพื่อเติมเต็ม เพื่อบรรลุผลสำเร็จ
乱す,みだす,"to throw out of order, to disarrange, to disturb",JLPT_1 JLPT,C%T3isV/48,ทำให้เสียระเบียบ ทำให้ยุ่งเหยิง ทำให้วุ่นวาย
乱れる,みだれる,"to get confused, to be disordered, to be disturbed",JLPT_1 JLPT,KLJg{.X@t^,สับสน งุนงง ไม่เป็นระเบียบ วุ่นวายใจ
未知,みち,not yet known,JLPT_1 JLPT,LJ513rxoTO,ยังไม่ทราบแน่ชัด
身近,みぢか,"near oneself, close to one, familiar",JLPT_1 JLPT,bkRa/9L=lh,"ใกล้ตัว, ใกล้ชิด, คุ้นเคย"
導く,みちびく,"to be guided, to be shown",JLPT_1 JLPT,"A,UwJ4E[I_",ได้รับการชี้นำ ได้รับการแสดงให้เห็น
密集,みっしゅう,"crowd, close formation, dense",JLPT_1 JLPT,iiclZ|l}Fq,"ฝูงชน, การจัดรูปขบวนชิดกัน, หนาแน่น"
密接,みっせつ,"connected, close, intimate",JLPT_1 JLPT,o{R4~BmT^x,เชื่อมต่อ ใกล้ชิด สนิทสนม
密度,みつど,density,JLPT_1 JLPT,t`MF+}P~d:,ความหนาแน่น
見積もり,みつもり,"estimation, quotation",JLPT_1 JLPT,KD?@iY>SQH,การประเมินราคา การเสนอราคา
未定,みてい,"not yet fixed, undecided, pending",JLPT_1 JLPT,Q}7[YRL|?=,ยังไม่กำหนด ยังไม่ตัดสินใจ อยู่ระหว่างดำเนินการ
見通し,みとおし,"perspective, unobstructed view, prospect",JLPT_1 JLPT,hHCL?CdIG],"มุมมอง, ทัศนวิสัยที่ไม่มีสิ่งกีดขวาง, ทิวทัศน์"
見なす,みなす,"to consider as, to regard",JLPT_1 JLPT,E8w4wKW7Y],"พิจารณาในฐานะ, ถือเอา"
源,みなもと,"source, origin",JLPT_1 JLPT,zO=gu0Zqs*,"แหล่งที่มา, ต้นกำเนิด"
見習う,みならう,to follow another's example,JLPT_1 JLPT,p&yDgKca2!,เพื่อทำตามแบบอย่างของผู้อื่น
身なり,みなり,personal appearance,JLPT_1 JLPT,s|<m`9tUtv,ลักษณะส่วนบุคคล
峰,みね,"peak, ridge",JLPT_1 JLPT,wx-mVJq6fi,ยอดเขา สันเขา
身の上,みのうえ,"one's future, one's welfare, one's personal history",JLPT_1 JLPT,j-p$+}.^ac,อนาคตของตนเอง ความเป็นอยู่ที่ดีของตนเอง ประวัติส่วนตัวของตนเอง
見逃す,みのがす,"to miss, to overlook, to leave at large",JLPT_1 JLPT,IsG@e1nb*B,"พลาด, มองข้าม, ปล่อยปละละเลย"
身の回り,みのまわり,"one's personal appearance, personal belongings",JLPT_1 JLPT,"[(&,B0kXN","รูปลักษณ์ส่วนตัว, สิ่งของส่วนตัว"
見計らう,みはからう,to choose at one's own discretion,JLPT_1 JLPT,"z8AN&Zq,!-",เพื่อเลือกตามดุลพินิจของตนเอง
見晴らし,みはらし,view,JLPT_1 JLPT,h3a00LHX8h,ดู
身振り,みぶり,gesture,JLPT_1 JLPT Intermediate_Japanese Intermediate_Japanese_Ln.11,Lm.Fj=%/7a,ท่าทาง
脈,みゃく,pulse,JLPT_1 JLPT,C|`|>zxQM+,ชีพจร
ミュージック,ミュージック,music,JLPT_1 JLPT,t9mG6QGvsw,ดนตรี
未練,みれん,"lingering affection, attachment, regret(s)",JLPT_1 JLPT,B=cwZ~017_,ความรักที่ยังคงอยู่ ความผูกพัน ความเสียใจ
見渡す,みわたす,"to look out over, to survey (scene), to take an extensive view of",JLPT_1 JLPT,x&]mO6(]ee,"มองออกไปสำรวจ, สำรวจ (ทิวทัศน์), มองภาพรวมอย่างกว้างขวาง"
民宿,みんしゅく,private house providing lodging and meals to tourists,JLPT_1 JLPT Intermediate_Japanese_Ln.10 Intermediate_Japanese,yy/1y<3;Yk,บ้านพักส่วนตัวให้บริการที่พักและอาหารแก่นักท่องเที่ยว
民族,みんぞく,"people, race",JLPT_1 JLPT,p>p/|sT6Jg,ผู้คน เชื้อชาติ
民俗,みんぞく,folk customs,JLPT_1 JLPT,M(tc2N/}z{,ประเพณีพื้นบ้าน
無意味,むいみ,"nonsense, no meaning",JLPT_1 JLPT,B9C6%m[4lF,ไร้สาระ ไม่มีสาระ
ムード,ムード,mood,JLPT_1 JLPT,JZzdb{.Zc^,อารมณ์
無口,むくち,reticence,JLPT_1 JLPT,z:Ts^0TQ4#,ความเงียบ
婿,むこ,son-in-law,JLPT_1 JLPT,bX1GlIQN8L,ลูกเขย
無効,むこう,"invalid, no effect, unavailable",JLPT_1 JLPT,EqE:ixA-k+,ไม่ถูกต้อง ไม่มีผล ไม่สามารถใช้งานได้
無言,むごん,silence,JLPT_1 JLPT,fZ{o?TF{7B,ความเงียบ
無邪気,むじゃき,"innocence, simple-mindedness",JLPT_1 JLPT,L)xB!4E<k?,ความไร้เดียงสา ความคิดที่เรียบง่าย
むしる,むしる,"to pluck, to pick, to tear",JLPT_1 JLPT,.d8S>K-=k,"ดึง, เลือก, ฉีก"
結び,むすび,"ending, conclusion, union",JLPT_1 JLPT,d{_<>*~x%J,"จุดจบ, บทสรุป, การรวมกัน"
結び付き,むすびつき,"connection, relation",JLPT_1 JLPT,"O3KGVopE,2","การเชื่อมต่อ, ความสัมพันธ์"
結び付く,むすびつく,"to be connected or related, to join together",JLPT_1 JLPT,EMFAQ1Kh)m,"เกี่ยวข้องหรือสัมพันธ์กัน, รวมเข้าด้วยกัน"
結び付ける,むすびつける,"to combine, to join, to tie on, to attach with a knot",JLPT_1 JLPT,fRB2/x*X`A,"รวมเข้าด้วยกัน, เชื่อมต่อ, ผูกเข้าด้วยกัน, ติดด้วยปม"
無線,むせん,"wireless, radio",JLPT_1 JLPT,y?)Jdm`O>c,"ไร้สาย, วิทยุ"
無駄遣い,むだづかい,"waste money on, squander money on",JLPT_1 JLPT Genki_Ln.22 Genki,"O?A,`d=isH","สิ้นเปลืองเงินไปกับ, ใช้เงินอย่างฟุ่มเฟือย"
無断,むだん,"without permission, without notice",JLPT_1 JLPT,I$Ua7qpQZH,โดยไม่ได้รับอนุญาต โดยไม่แจ้งให้ทราบล่วงหน้า
無知,むち,ignorance,JLPT_1 JLPT,g+^m*mx.<r,ความไม่รู้
無茶,むちゃ,"absurd, unreasonable",JLPT_1 JLPT Intermediate_Japanese_Ln.12 Intermediate_Japanese,AEYrHxjg#f,ไร้สาระ ไม่สมเหตุสมผล
無茶苦茶,むちゃくちゃ,"confused, jumbled, mixed up, unreasonable",JLPT_1 JLPT,KCqc4.UxPr,สับสน งุนงง ปะปนกัน ไม่สมเหตุสมผล
空しい,むなしい,"vacant, futile, vain",JLPT_1 JLPT,P|:1(IV_+~,ว่างเปล่า ไร้ประโยชน์ ไร้ค่า
無念,むねん,"chagrin, regret",JLPT_1 JLPT,b;piP^Vw+j,ความเสียใจ ความเสียดาย
無能,むのう,"inefficiency, incompetence",JLPT_1 JLPT,izu(:0$`9@,ความไร้ประสิทธิภาพ ความไร้ความสามารถ
無闇に,むやみに,"unreasonably, absurdly, at random",JLPT_1 JLPT,N)&c#LP7Bq,อย่างไร้เหตุผล อย่างน่าขัน อย่างสุ่มสี่สุ่มห้า
無用,むよう,"useless, needlessness, unnecessariness",JLPT_1 JLPT,"Oc`U#P0i,-","ไร้ประโยชน์, ความไม่จำเป็น, ความไม่สำคัญ"
斑,むら,"unevenness, inconsistency, irregularity",JLPT_1 JLPT,ejP4z=)m?O,ความไม่สม่ำเสมอ ความไม่สอดคล้องกัน ความไม่เป็นระเบียบ
群がる,むらがる,"to swarm, to gather",JLPT_1 JLPT,vyc%)s7Efv,"รวมตัวกันเป็นฝูง, รวบรวมกัน"
無論,むろん,"of course, naturally",JLPT_1 JLPT,I(9V_xrT80,แน่นอน ตามธรรมชาติ
名産,めいさん,noted product,JLPT_1 JLPT,KN>?5r|..h,ผลิตภัณฑ์ที่ได้รับการจดบันทึก
名称,めいしょう,name,JLPT_1 JLPT,P!9gSFK*GV,ชื่อ
命中,めいちゅう,a hit,JLPT_1 JLPT,Qq0/BP{lJ:,ฮิต
明白,めいはく,"obvious, clear",JLPT_1 JLPT,g|K4[<><hX,ชัดเจน เห็นได้ชัด
名簿,めいぼ,register of names,JLPT_1 JLPT,xkhYhi]K-$,ทะเบียนรายชื่อ
名誉,めいよ,"honor, credit, prestige",JLPT_1 JLPT,PiLIi1%_ER,เกียรติยศ ชื่อเสียง ศักดิ์ศรี
明瞭,めいりょう,clarity,JLPT_1 JLPT,"s[dks,f=+A",ความชัดเจน
明朗,めいろう,"bright, clear, cheerful",JLPT_1 JLPT,Kzdx<dR.%],สดใส ชัดเจน ร่าเริง
メーカー,メーカー,manufacturer,JLPT_1 JLPT,r)Eust:VuL,ผู้ผลิต
目方,めかた,weight,JLPT_1 JLPT,"unS}*nsB,_",น้ำหนัก
恵み,めぐみ,blessing,JLPT_1 JLPT,gdikXkV`X<,พร
恵む,めぐむ,"to bless, to show mercy to",JLPT_1 JLPT,u_D+Zdxyy/,เพื่ออวยพร เพื่อแสดงความเมตตาต่อ
目覚しい,めざましい,"brilliant, remarkable",JLPT_1 JLPT,"z8UKuy,l`d",ยอดเยี่ยม น่าทึ่ง
目覚める,めざめる,to wake up,JLPT_1 JLPT,~I1tdEiJ_,เพื่อปลุกให้ตื่น
召す,めす,"to call, to send for, to put on",JLPT_1 JLPT,K%!n2|&<A0,"โทรเรียก, ส่งคนไปตาม, สวมใส่"
雌,めす,female (animal),JLPT_1 JLPT,EW)C>Dc!w6,เพศหญิง (สัตว์)
目付き,めつき,"look, expression of the eyes, eyes",JLPT_1 JLPT,MWZLbZ@^R+,"มอง, การแสดงออกทางสายตา, ดวงตา"
滅亡,めつぼう,"downfall, collapse, destruction",JLPT_1 JLPT,"v,{^w}Wj5u",ความล่มสลาย การพังทลาย การทำลายล้าง
メディア,メディア,media,JLPT_1 JLPT,A?+IR*&l/Z,สื่อ
目途,めど,"goal, outlook",JLPT_1 JLPT,iewKY)jVg],"เป้าหมาย, ทัศนคติ"
目盛,めもり,"scale, gradations",JLPT_1 JLPT,"q0F+,vU3vc",มาตราส่วน ระดับ
メロディー,メロディー,melody,JLPT_1 JLPT,coHp=(F!o=,ทำนอง
面会,めんかい,interview,JLPT_1 JLPT,QB;1.39?j>,สัมภาษณ์
免除,めんじょ,"exemption, exoneration, discharge",JLPT_1 JLPT,ro}g@BYFqK,การยกเว้น การพ้นผิด การปลดออกจากราชการ
面する,めんする,"to face on, to look out on to",JLPT_1 JLPT,oK/f+%co{~,เผชิญหน้า มองออกไป
面目,めんぼく,"face, honor, reputation",JLPT_1 JLPT,xl=a%LW1Mr,หน้าตา เกียรติยศ ชื่อเสียง
面目,めんもく,"face, honor, reputation",JLPT_1 JLPT,p4D(kkU&Ya,หน้าตา เกียรติยศ ชื่อเสียง
～網,～もう,~ network,JLPT_1 JLPT,"kks{,EwPh",~ เครือข่าย
設ける,もうける,"to create, to establish",JLPT_1 JLPT,MQGAfGCn2s,เพื่อสร้าง เพื่อสถาปนา
申し入れる,もうしいれる,"to propose, to suggest",JLPT_1 JLPT,A!/~oWN34l,"เสนอแนะ, แนะนำ"
申込,もうしこみ,"application, request, proposal",JLPT_1 JLPT,iTX<OH$n{u,"ใบสมัคร, คำขอ, ข้อเสนอ"
申出,もうしで,"request, claim, report",JLPT_1 JLPT,"v,YJy~@#5$","คำขอ, การเรียกร้อง, รายงาน"
申し出る,もうしでる,"to report to, to tell, to suggest",JLPT_1 JLPT,o$K|y3;=)!,"รายงาน, บอก, แนะนำ"
申し分,もうしぶん,"objection, shortcomings",JLPT_1 JLPT,GNY9])J3>&,ข้อโต้แย้ง ข้อบกพร่อง
盲点,もうてん,blind spot,JLPT_1 JLPT,m.:>Z[agNy,จุดบอด
猛烈,もうれつ,"violent, vehement, rage",JLPT_1 JLPT,yLUeQW5(ZA,รุนแรง ดุเดือด โกรธแค้น
モーテル,モーテル,motel,JLPT_1 JLPT,mg2c}$GoZg,โมเตล
もがく,もがく,"to struggle, to wriggle, to be impatient",JLPT_1 JLPT,C7rE2*5O^8,ดิ้นรน บิดตัว ไม่อดทน
目録,もくろく,"catalogue, catalog, list",JLPT_1 JLPT,uL+agcp`WN,"แคตตาล็อก, แคตตาล็อก, รายการ"
目論見,もくろみ,"a plan, a scheme, intention",JLPT_1 JLPT,c9iE`D<`%d,"แผนการ, โครงการ, ความตั้งใจ"
模型,もけい,"model, dummy, marquette",JLPT_1 JLPT,ed!.{WEf4?,"แบบจำลอง, หุ่นจำลอง, มาร์เกตต์"
模索,もさく,groping (for),JLPT_1 JLPT,"B4,c<+ikaa",คลำหา (หา)
もしかして,もしかして,"perhaps, possibly",JLPT_1 JLPT,w5+%$rMA:M,บางที อาจเป็นไปได้
もしくは,もしくは,"or, otherwise",JLPT_1 JLPT,f24/]y_t7c,หรืออย่างอื่น
もたらす,もたらす,"to bring, to take, to bring about",JLPT_1 JLPT,k=cp%Lr}Pw,"นำมา, รับ, ทำให้เกิดขึ้น"
持ち切り,もちきり,"hot topic, talk of the town",JLPT_1 JLPT,Q~!SFE+j1*,ประเด็นร้อน เรื่องที่คนพูดถึงกันทั่วเมือง
目下,もっか,"at present, now",JLPT_1 JLPT,J1]`GmmTSp,ในปัจจุบัน ตอนนี้
専ら,もっぱら,"wholly, solely, entirely",JLPT_1 JLPT,tu&L<v;Fqv,ทั้งหมด แต่เพียงผู้เดียว โดยสิ้นเชิง
もてなす,もてなす,"to entertain, to make welcome",JLPT_1 JLPT,K@A<3)}2cZ,เพื่อความบันเทิง เพื่อต้อนรับ
もてる,もてる,"to be well liked, to be popular",JLPT_1 JLPT,K^XraA[CV!,เป็นที่ชื่นชอบ เป็นที่นิยม
モニター,モニター,(computer) monitor,JLPT_1 JLPT,ztCrx#(s0[,จอภาพ (คอมพิวเตอร์)
物好き,ものずき,(idle) curiosity,JLPT_1 JLPT,Rb?3(vt:f>,ความอยากรู้อยากเห็น (ที่ไร้สาระ)
物足りない,ものたりない,"unsatisfied, unsatisfactory",JLPT_1 JLPT,KI9JcrBw_2,ไม่พอใจ ไม่น่าพอใจ
もはや,もはや,"already, now",JLPT_1 JLPT,fZ`+BeK9z~,อยู่แล้ว ตอนนี้
模範,もはん,"model, example",JLPT_1 JLPT,Mau9*C?C72,"แบบจำลอง, ตัวอย่าง"
模倣,もほう,"imitation, copying",JLPT_1 JLPT,yUL<]q3$8n,การเลียนแบบ การคัดลอก
もめる,もめる,"to disagree, to dispute",JLPT_1 JLPT,v(j?vVE;el,"ไม่เห็นด้วย, โต้แย้ง"
股,もも,"thigh, femur",JLPT_1 JLPT,G_TQ_^K>(0,"ต้นขา, กระดูกต้นขา"
腿,もも,"thigh, femur",JLPT_1 JLPT,Fl0F`YIkpg,"ต้นขา, กระดูกต้นขา"
催す,もよおす,"to hold (a meeting), to give (a dinner)",JLPT_1 JLPT,qKmEag$Qr@,"จัด (การประชุม), จัด (งานเลี้ยงอาหารค่ำ)"
漏らす,もらす,"to let leak, to reveal",JLPT_1 JLPT,k!U%{2y7j|,"ปล่อยให้รั่วไหล, เปิดเผย"
盛り上がる,もりあがる,"to rouse, to swell, to rise",JLPT_1 JLPT,g[M=aCpEE[,"ปลุกเร้า, ขยายใหญ่ขึ้น, สูงขึ้น"
漏る,もる,"to leak, to run out",JLPT_1 JLPT,ke69%r#AD.,"รั่วไหล, หมดลง"
漏れる,もれる,"to leak out, to escape, to filter out",JLPT_1 JLPT,f:|ir!hLeQ,"รั่วไหลออกมา, หลุดรอด, กรองออก"
脆い,もろい,"brittle, fragile, tender-hearted",JLPT_1 JLPT,m7?rDT~~db,เปราะบาง บอบบาง ใจอ่อน
もろに,もろに,"completely, altogether, bodily",JLPT_1 JLPT,K3fu7*E_vY,อย่างสมบูรณ์ ทั้งหมด ทางกายภาพ
矢,や,arrow,JLPT_1 JLPT,uA$qbca=&2,ลูกศร
野外,やがい,"fields, outskirts, open air, suburbs",JLPT_1 JLPT,"gD=,$2gpm|","ทุ่งนา, ชานเมือง, กลางแจ้ง, เขตชานเมือง"
～薬,～やく,medicine,JLPT_1 JLPT,O.[e|Y6E?j,ยา
夜具,やぐ,bedding,JLPT_1 JLPT,EFUa$D)qGB,เครื่องนอน
役職,やくしょく,"post, managerial position, official position",JLPT_1 JLPT,o1K=ON/OTS,"ตำแหน่ง, ตำแหน่งบริหาร, ตำแหน่งทางการ"
役場,やくば,town hall,JLPT_1 JLPT,g(k9.|^KSZ,ศาลากลาง
やけに,やけに,"sure, very",JLPT_1 JLPT,tyF=qET&O!,แน่นอน มาก ๆ
屋敷,やしき,mansion,JLPT_1 JLPT,kyE@%cV[?g,คฤหาสน์
養う,やしなう,"to rear, to maintain, to cultivate",JLPT_1 JLPT,neyyq^bU/c,เลี้ยงดู บำรุงรักษา เพาะปลูก
野心,やしん,"ambition, aspiration",JLPT_1 JLPT,n<1rbhOoTc,ความทะเยอทะยาน ความปรารถนา
安っぽい,やすっぽい,"cheap-looking, tawdry",JLPT_1 JLPT,q./Z7LJ%[7,ดูราคาถูก ไร้รสนิยม
休める,やすめる,"to rest, to suspend, to give relief",JLPT_1 JLPT,JqF3vGaVV,เพื่อพักผ่อน เพื่อระงับ เพื่อบรรเทา
野生,やせい,wild,JLPT_1 JLPT,Fy^pVCXg]$,ป่า
奴,やつ,"(vulg.) fellow, guy, chap",JLPT_1 JLPT,"zof3FA<N,u","(คำหยาบ) เพื่อน, หนุ่ม, สหาย"
闇,やみ,"darkness, shady, illegal",JLPT_1 JLPT,s|4s:5(PD;,"ความมืด, มืดมน, ผิดกฎหมาย"
病む,やむ,"to fall ill, to be ill",JLPT_1 JLPT,H5M2j-I:6B,"เจ็บป่วย, ป่วย"
ややこしい,ややこしい,"puzzling, tangled, complicated, complex",JLPT_1 JLPT,ICemn<#!-X,น่าสับสน ยุ่งยาก ซับซ้อน ยุ่งยาก
やりとおす,やりとおす,"to carry through, to achieve, to complete",JLPT_1 JLPT,J/n?:UTJiF,"ดำเนินการให้สำเร็จ, บรรลุเป้าหมาย, ทำให้เสร็จสมบูรณ์"
やりとげる,やりとげる,to accomplish,JLPT_1 JLPT,pEIG3P~OVf,เพื่อให้สำเร็จ
和らげる,やわらげる,"to soften, to moderate, to relieve",JLPT_1 JLPT,kl6br!q.AY,เพื่อทำให้อ่อนลง เพื่อปรับให้พอดี เพื่อบรรเทา
ヤング,ヤング,young,JLPT_1 JLPT,"gk{d%L,)K+",หนุ่มสาว
～油,～ゆ,~ oil,JLPT_1 JLPT,QcD#WpcqE6,~ น้ำมัน
優位,ゆうい,"predominance, ascendancy, superiority",JLPT_1 JLPT,kt30`|;>Vo,"ความโดดเด่น, การมีอำนาจเหนือกว่า, ความเหนือกว่า"
憂鬱,ゆううつ,"depression, melancholy",JLPT_1 JLPT,oT|*}x?p{D,"ภาวะซึมเศร้า, ความเศร้าโศก"
有益,ゆうえき,"beneficial, profitable",JLPT_1 JLPT,B/K9zqnWV+,เป็นประโยชน์ มีกำไร
