expression,reading,meaning,tags,guid,ความหมาย
標識,ひょうしき,"sign, mark",JLPT JLPT_2,kDX[w^RE%^,"ลงชื่อ ทำเครื่องหมาย, ป้าย, สัญลักษณ์, เครื่องชี้"
標準,ひょうじゅん,"standard, level",JLPT JLPT_2,r$bk_|d--C,"มาตรฐาน ระดับ, เกณฑ์, มาตรวัด, ข้อกำหนด"
標本,ひょうほん,"example, specimen",JLPT JLPT_2,"lfNW^di`Y,","ตัวอย่าง, แบบอย่าง, ชิ้นตัวอย่าง"
評論,ひょうろん,"criticism, critique",JLPT JLPT_2,s}Ej!kw1~9,"การวิจารณ์, การวิเคราะห์, บทวิจารณ์, การติชม"
ビルディング,ビルディング,building,JLPT JLPT_2,J8!M@z<nsR,"อาคาร, ตึก, สิ่งก่อสร้าง, อาคารสูง"
昼寝,ひるね,"nap (at home), siesta",JLPT JLPT_2,"x,{aI?hy6D","งีบหลับ (ที่บ้าน), งีบกลางวัน, นอนกลางวัน, การพักงีบ"
広げる,ひろげる,"to spread, to extend, to expand, to enlarge, to widen, to broaden",JLPT JLPT_2,nBlnE;%M(-,"แผ่ขยาย, ขยายออกไป, ทำให้ใหญ่ขึ้น, ทำให้กว้างขึ้น, ทำให้กว้างขึ้น"
広さ,ひろさ,extent,JLPT JLPT_2,lG>A7gDV9/,"ขอบเขต, ขนาด, พื้นที่, วงกว้าง"
広場,ひろば,plaza,JLPT JLPT_2,t3z@d(WD;9,"พลาซ่า, ลาน, จัตุรัส, ลานสาธารณะ"
広々,ひろびろ,"extensive, spacious",JLPT JLPT_2,Eye9Pf.VGV,"กว้างขวาง, โล่ง, โอ่โถง, กว้างใหญ่"
ピンク,ピンク,pink,JLPT JLPT_2,}M:Z#WBUl,"สีชมพู, แดงอ่อน, ชมพู, สีอ่อน"
便箋,びんせん,"writing paper, stationery",JLPT JLPT_2,DAZ9H$OhvM,"กระดาษเขียน, เครื่องเขียน, กระดาษจด, เครื่องใช้สำนักงาน"
瓶詰,びんづめ,"bottling, bottled",JLPT JLPT_2,N_#i?7cB#[,"การบรรจุขวด, บรรจุขวด, ขวด, การอัดขวด"
ファスナー,ファスナー,"fastener, zipper",JLPT JLPT_2,n!rH#}$IH?,"ตัวยึด, ซิป, ที่ติด, ตะขอ"
風船,ふうせん,balloon,JLPT JLPT_2,oE(8x]l~K[,"ลูกโป่ง, บอลลูน, โป่ง, โป่งลม"
不運,ふうん,"unlucky, misfortune, bad luck",JLPT JLPT_2,Ek=uOv}jTZ,"โชคร้าย, เคราะห์ร้าย, โชคไม่ดี, อัปมงคล"
深まる,ふかまる,"to deepen, to heighten, to intensify",JLPT JLPT_2,AoEcO;]AH#,"ทำให้ลึกซึ้งขึ้น ทำให้สูงขึ้น ทำให้เข้มข้นขึ้น, เข้มข้นขึ้น, ลึกขึ้น, เพิ่มขึ้น"
不規則,ふきそく,"irregularity, unsteadiness",JLPT JLPT_2,dufg6SP37F,"ความไม่สม่ำเสมอ ความไม่มั่นคง, ไม่ปกติ, ไม่เป็นระเบียบ, ไม่เสถียร"
普及,ふきゅう,"diffusion, spread",JLPT JLPT_2,sprE2d}(>:,"การแพร่กระจาย, การแพร่, แพร่หลาย, กระจายตัว"
付近,ふきん,"neighborhood, vicinity",JLPT JLPT_2,cz$T?0Oc1>,"ละแวกใกล้เคียง, บริเวณใกล้เคียง, ย่าน, แถบ"
副～,ふく～,vice ~,JLPT JLPT_2,x7/psMz*#F,"ความผิด ~, รอง ~, ผู้ช่วย ~, ความชั่ว"
副詞,ふくし,adverb,JLPT JLPT_2,A2D&p<Rh*?,"คำวิเศษณ์, คำขยายกริยา, คำขยาย, วิเศษณ์"
複写,ふくしゃ,"copy, duplicate",JLPT JLPT_2,"f.(+H@$,m~","คัดลอก, ทำซ้ำ, ถ่ายสำเนา, ลอกเลียน"
複数,ふくすう,"plural, multiple",JLPT JLPT_2,"df,MeSNnZ^","พหูพจน์, หลาย, หลายจำนวน, จำนวนมาก"
ふくめる,ふくめる,"to include, to instruct, to make one understand",JLPT JLPT_2,E_4V!wVhjP,"เพื่อรวมไว้ เพื่อสั่งสอน เพื่อให้เข้าใจ, รวม, อบรม, สอน"
膨らます,ふくらます,"to swell, to expand, to inflate",JLPT JLPT_2,eZJ~QnaPP^,"บวม ขยาย พองตัว, ทำให้บวม, ทำให้พอง, ทำให้ขยายใหญ่"
膨らむ,ふくらむ,"to expand, to swell (out), to become inflated",JLPT JLPT_2,gX9*eZWr#^,"ขยายตัว, บวม (ออก), พองตัว, พอง"
不潔,ふけつ,"unclean, dirty",JLPT JLPT_2,OlF9IGIpI),"ไม่สะอาด สกปรก, เลอะเทอะ, มอมแมม, ไม่บริสุทธิ์"
更ける,ふける,"to get late, to wear on",JLPT JLPT_2,wdqFkMvXan,"มาสาย, สวมใส่, สายมาก, ล่วงเลย"
符号,ふごう,"sign, mark, symbol",JLPT JLPT_2,IGH`HBBpBL,"ป้าย, เครื่องหมาย, สัญลักษณ์, ตรา"
夫妻,ふさい,"man and wife, married couple",JLPT JLPT_2,lo.$s^W>a[,"สามีภรรยา, คู่สามีภรรยา, ผัวเมีย, คู่แต่งงาน"
塞がる,ふさがる,"to be plugged up, to be shut up",JLPT JLPT_2,m<:=EwmCiH,"ถูกอุด ถูกปิด, อุด, ปิด, ขวาง"
塞ぐ,ふさぐ,"to stuff, to close up, to block (up)",JLPT JLPT_2,pJWqjf]P&p,"ยัด, ปิดผนึก, ปิดกั้น, อุด"
ふざける,ふざける,"to romp, to gambol, to frolic",JLPT JLPT_2,"wxJ[ZD,*?f","วิ่งเล่น, โลดแล่น, สนุกสนาน, เล่นซน"
無沙汰,ぶさた,neglecting to stay in contact,JLPT JLPT_2,mXdlHZOuK>,"ละเลยที่จะติดต่อกัน, ขาดการติดต่อ, ไม่ติดต่อ, ห่างหาย"
武士,ぶし,"warrior, samurai",JLPT JLPT_2,kh|VM6~+N],"นักรบ, ซามูไร, ทหาร, นักสู้"
部首,ぶしゅ,radical (of a kanji character),JLPT JLPT_2,rB[8HW{H3],"รากศัพท์ (ของอักษรคันจิ), ส่วนประกอบ, หน่วยอักษร, อักษรหลัก"
蒸す,ふす,"to steam (food, towel, etc.) to be hot and humid, to be sultry",JLPT JLPT_2,r!c{A-BiN=,"การนึ่ง (อาหาร ผ้าเช็ดตัว ฯลฯ) การมีอากาศร้อนและชื้น การอบอ้าว, อบไอน้ำ, นึ่ง, อบ"
襖,ふすま,sliding screen,JLPT JLPT_2,Gfj{ovvCbc,"หน้าจอเลื่อน, ประตูเลื่อน, ฉากกั้นเลื่อน, บานเลื่อน"
附属,ふぞく,"attached, belonging, affiliated",JLPT JLPT_2,b5{>br)8^T,"แนบมาด้วย, เป็นของ, เกี่ยวข้อง, สังกัด"
付属,ふぞく,"being attached (to), being affiliated (to), belonging (to), going with",JLPT JLPT_2,"nR=,~i1i~~","การผูกพัน (กับ), การเป็นพันธมิตร (กับ), การเป็นของ (กับ), การไปด้วยกัน"
蓋,ふた,"cover, lid, cap",JLPT JLPT_2,tB(]=dUF]{,"ฝาครอบ, ฝา, จุก, ปลอก"
不通,ふつう,"suspension, interruption, stoppage, tie-up, cessation",JLPT JLPT_2,f3J`JKn<YY,"การระงับ, การขัดจังหวะ, การหยุด, การผูกมัด, การยุติ"
物騒,ぶっそう,"dangerous, disturbed, insecure",JLPT JLPT_2,y)>wu(aHUg,"อันตราย สับสน ไม่มั่นคง, ไม่ปลอดภัย, วุ่นวาย, ไม่สงบ"
ぶつぶつ,ぶつぶつ,"grumbling, complaining in a small voice",JLPT JLPT_2,qMxSqk8|QN,"บ่นพึมพำด้วยเสียงเบา, พึมพำ, บ่นอุบอิบ, กระซิบกระซาบ"
船便,ふなびん,surface mail (ship),JLPT JLPT_2,iRS_8@xn)m,"ไปรษณีย์ทางบก (ทางเรือ), จดหมายพื้นผิว, ไปรษณีย์ภาคพื้น, การส่งทางเรือ"
部品,ぶひん,"parts, accessories",JLPT JLPT_2,FDy}XMy%{O,"ชิ้นส่วน อุปกรณ์เสริม, อะไหล่, ส่วนประกอบ, เครื่องประดับ"
吹雪,ふぶき,snow storm,JLPT JLPT_2,v+({l-j^oM,"พายุหิมะ, หิมะตกหนัก, พายุหิมะพัด, พายุหิมะรุนแรง"
父母,ふぼ,"father and mother, parents",JLPT JLPT_2,Ll;-.SjS/Y,"พ่อและแม่ พ่อแม่, บิดามารดา, ผู้ปกครอง, คุณพ่อคุณแม่"
踏切,ふみきり,"railway crossing, level crossing, starting line, scratch, crossover",JLPT JLPT_2,GO4{@dw9M.,"ทางข้ามทางรถไฟ, ทางข้ามระดับ, จุดเริ่มต้น, รอยขีดข่วน, ทางแยก"
麓,ふもと,"the foot, the bottom, the base (of a mountain)",JLPT JLPT_2,gGv+C<J!h4,"เท้า, ด้านล่าง, ฐาน (ของภูเขา), ตีนเขา"
フライパン,フライパン,"fry pan, frying pan",JLPT JLPT_2,"kaG8,BADao","กระทะ, กระทะทอด, กระทะก้นแบน"
ブラウス,ブラウス,blouse,JLPT JLPT_2,QM^Obt[T3I,"เสื้อผู้หญิง, เสื้อเชิ้ตผู้หญิง, เสื้อสตรี, เสื้อแขนยาวผู้หญิง"
ぶらさげる,ぶらさげる,"to hang, to suspend, to swing",JLPT JLPT_2,zsGS&1j7k4,"แขวน, ห้อย, แกว่ง, แขวนห้อย"
ブラシ,ブラシ,brush,JLPT JLPT_2,GK-sv9zX*O,"แปรง, แปรงขน, แปรงขัด, แปรงปัด"
プラットホーム,プラットホーム,platform,JLPT JLPT_2,bkr1lkRi*.,"แพลตฟอร์ม, ชานชาลา, แท่น, เวที"
フリー,フリー,free,JLPT JLPT_2,LgNW8Pd}P5,"ฟรี, อิสระ, ไม่เสียค่าใช้จ่าย, เป็นอิสระ"
振り仮名,ふりがな,pronunciation key,JLPT JLPT_2,tp7b;~);$&,"คีย์การออกเสียง, คู่มือการออกเสียง, สัญลักษณ์เสียง, ตัวช่วยการออกเสียง"
振り向く,ふりむく,"to turn one's face, to turn around",JLPT JLPT_2,M!}tc99p$L,"หันหน้า, หันหลังกลับ, หัน, หันกลับ"
プリント,プリント,"print, handout",JLPT JLPT_2,qRutfPmJ_A,"พิมพ์, แจก, เอกสาร, ใบปลิว"
古～,ふる～,old ~,JLPT JLPT_2,yOy85A_d[A,"เก่า ~, โบราณ, ล้าสมัย, คร่ำคร่า"
故郷,ふるさと,"home town, birthplace",JLPT JLPT_2,fPH>SIa_~L,"เมืองบ้านเกิด, สถานที่เกิด, บ้านเกิดเมืองนอน, แหล่งกำเนิด"
古里,ふるさと,"home town, birthplace",JLPT JLPT_2,L?3e+b0LsP,"เมืองบ้านเกิด, สถานที่เกิด, ถิ่นกำเนิด, ภูมิลำเนา"
振舞う,ふるまう,"to behave, to conduct",JLPT JLPT_2,ocy;g4y/Lf,"ประพฤติ, ปฏิบัติ, แสดงออก, ทำตัว"
ブローチ,ブローチ,brooch,JLPT JLPT_2,A1E`_ZNs45,"เข็มกลัด, เข็มติดเสื้อ, เข็มประดับ, เครื่องประดับติดเสื้อ"
プログラム,プログラム,program,JLPT JLPT_2,CmX8s[W2Qv,"โปรแกรม, รายการ, แผนงาน, ซอฟต์แวร์"
風呂敷,ふろしき,"wrapping cloth, cloth wrapper",JLPT JLPT_2,dHx|An0<B^,"ผ้าห่อของ, ห่อผ้า, ผ้าห่อ, ผ้าคลุม"
ふわふわ,ふわふわ,"light, soft",JLPT JLPT_2,"ouE+^X,qav","เบา นุ่มนวล, นุ่มฟู, อ่อนโยน, เบาสบาย"
噴火,ふんか,eruption,JLPT JLPT_2,AH/^[s43Q(,"การปะทุ, ระเบิด, พ่น, การระเบิด"
分解,ぶんかい,"analysis, disassembly",JLPT JLPT_2,OB#FbcA~qO,"การวิเคราะห์ การแยกชิ้นส่วน, แยกแยะ, การแยกส่วน, การผ่าวิเคราะห์"
文芸,ぶんげい,"literature, art and literature",JLPT JLPT_2,tt`(b(:~bY,"วรรณกรรม ศิลปะ และวรรณกรรม, งานเขียน, บทประพันธ์, วรรณคดี"
文献,ぶんけん,"literature, books (reference)",JLPT JLPT_2,GAy|sEvJyq,"วรรณกรรม, หนังสือ (อ้างอิง), เอกสารอ้างอิง, ข้อมูลอ้างอิง"
噴水,ふんすい,water fountain,JLPT JLPT_2,"jk9H]:,ETq","น้ำพุ, พุ, น้ำผุด, บ่อน้ำพุ"
分数,ぶんすう,fraction (in math),JLPT JLPT_2,c/zwPyy+.b,"เศษส่วน (ในวิชาคณิตศาสตร์), ส่วนย่อย, จำนวนเศษส่วน, การแบ่งส่วน"
文体,ぶんたい,literary style,JLPT JLPT_2,ttyj|<%!tP,"รูปแบบวรรณกรรม, ลีลาการเขียน, รูปแบบการเขียน, ลักษณะวรรณกรรม"
分布,ぶんぷ,distribution,JLPT JLPT_2,"F&4[s,*.xr","การกระจาย, การแจกจ่าย, การแพร่กระจาย, การแบ่งปัน"
文房具,ぶんぼうぐ,stationery,JLPT JLPT_2,q`Zjj<5}i7,"เครื่องเขียน, อุปกรณ์การเขียน, เครื่องใช้สำนักงาน, ของเขียน"
文脈,ぶんみゃく,context,JLPT JLPT_2,etxX79/6Kg,"บริบท, สภาพแวดล้อม, เนื้อความ, สถานการณ์"
分量,ぶんりょう,"amount, quantity",JLPT JLPT_2,g>~(m<JIvb,"จำนวน, ปริมาณ, ขนาด, โควตา"
分類,ぶんるい,classification,JLPT JLPT_2,t{7wYNi1W2,"การจำแนกประเภท, การจัดประเภท, การแบ่งหมวดหมู่, การแยกประเภท"
閉会,へいかい,closure,JLPT JLPT_2,cAcpFr>2mr,"การปิด, การเลิก, การยุติ, การปิดประชุม"
平気,へいき,"coolness, calmness, unconcern",JLPT JLPT_2,z(xagV[dg-,"ความเยือกเย็น ความสงบ ความไม่ใส่ใจ, ใจเย็น, ไม่สะทกสะท้าน, ไม่หวั่นไหว"
並行,へいこう,"(going) side by side, concurrent, at the same time",JLPT_1 JLPT JLPT_2,oq7x11wlwL,"(ดำเนินไป) เคียงข้างกัน, พร้อมกัน, ในเวลาเดียวกัน, ควบคู่กัน"
平日,へいじつ,weekday,JLPT JLPT_2,"PX,G5cgs03","วันธรรมดา, วันทำงาน, วันปกติ, วันทำการ"
兵隊,へいたい,soldier,JLPT JLPT_2,toM&i}fuLv,"ทหาร, พลทหาร, กองทัพ, กำลังพล"
平凡,へいぼん,"common, ordinary",JLPT JLPT_2,"s`b],MR&9J","ทั่วไป, ปกติ, ธรรมดา, สามัญ"
平野,へいや,"plain, open field",JLPT JLPT_2,L[uUr}G9/R,"ทุ่งโล่งราบเรียบ, ที่ราบ, ลานกว้าง, บริเวณราบ"
凹む,へこむ,"to be dented, to be indented",JLPT JLPT_2,ORF0ctV6X[,"บุบ, เป็นรอยบุ๋ม, ยุบ, ทรุด"
へそ,へそ,"navel, belly-button",JLPT JLPT_2,qr%|N/rOJm,"สะดือ, ดุม, ปุ่มท้อง"
隔てる,へだてる,to be shut out,JLPT JLPT_2,QSnbE1ue1O,"ถูกกีดกัน, กั้นขวาง, ถูกแยก, ถูกกันออก"
別荘,べっそう,villa; vacation home; summer cottage,JLPT Intermediate_Japanese Genki_Ln.23 JLPT_2 Intermediate_Japanese_Ln.13 Genki,__kVP|dTW,"วิลล่า; บ้านพักตากอากาศ; บ้านพักฤดูร้อน, คฤหาสน์, เรือนรับรอง, รีสอร์ท"
別々,べつべつ,"separately, individually",JLPT JLPT_2,jZHX%HAw.@,"แยกกัน ทีละราย, โดยลำพัง, ส่วนตัว, ต่างหาก"
ベテラン,ベテラン,veteran,JLPT JLPT_2,N$f]d}-cKp,"ทหารผ่านศึก, ผู้คร่ำหวอด, ผู้ช่ำชอง, ผู้มีประสบการณ์"
ヘリコプター,ヘリコプター,helicopter,JLPT JLPT_2,q)Q=o$Y_hX,"เฮลิคอปเตอร์, ยานเฮลิคอปเตอร์, เครื่องบินปีกหมุน, ฮ."
編集,へんしゅう,"editing, compilation, editorial (e.g., committee)",JLPT JLPT_2 Intermediate_Japanese_Ln.8 Intermediate_Japanese,CMY4=Qx!?>,"การแก้ไข การรวบรวม การทำงานด้านบรรณาธิการ (เช่น คณะกรรมการ), การเรียบเรียง, การตัดต่อ, การรวบรวม"
便所,べんじょ,"toilet, lavatory",JLPT JLPT_2,vS8<$f00~!,"ห้องสุขา, ห้องน้ำ, ส้วม"
ペンチ,ペンチ,pliers (lit: pinchers),JLPT JLPT_2,ypii1BOJF+,"คีม (หรือที่คีบ), ที่คีบ, แหนบ, คีมหนีบ"
ボーナス,ボーナス,bonus,JLPT JLPT_2 Genki_Ln.23 Genki,HVcj_;{/5t,"โบนัส, เงินพิเศษ, รางวัลพิเศษ, เพิ่มเติม"
防～,ぼう～,~ prevention,JLPT JLPT_2,b83:v}U.rY,"~ การป้องกัน, ป้องกัน, การยับยั้ง, การสกัดกั้น"
望遠鏡,ぼうえんきょう,telescope,JLPT JLPT_2,"eUp{Pt}o,e","กล้องโทรทรรศน์, กล้องดูดาว, กล้องส่องทางไกล, ทรรศนะไกล"
方角,ほうがく,"direction, way",JLPT JLPT_2,By.)=t/^Rp,"ทิศทาง, ทาง, แนวทาง, ด้าน"
箒,ほうき,broom,JLPT JLPT_2,f:ESSC#*}*,"ไม้กวาด, ไม้ทำความสะอาด, ไม้ปัดกวาด, แปรงกวาด"
方言,ほうげん,dialect,JLPT JLPT_2,&2X^_SdQt,"ภาษาถิ่น, ภาษาท้องถิ่น, สำเนียง, ภาษาพื้นบ้าน"
坊さん,ぼうさん,"Buddhist priest, monk",JLPT JLPT_2,"Qc,c}WSH)C","พระสงฆ์, นักบวช, ภิกษุ, พระภิกษุ"
防止,ぼうし,"prevention, check",JLPT JLPT_2,Nh.L=|T~RY,"การป้องกัน ตรวจสอบ, สกัดกั้น, ห้ามปราม, ควบคุม"
方針,ほうしん,"objective, plan, policy",JLPT JLPT_2,stt^|Hkbmf,"วัตถุประสงค์ แผน นโยบาย, เป้าหมาย, วิถีทาง, ยุทธศาสตร์"
包装,ほうそう,"packing, wrapping",JLPT JLPT_2,Otsl}ZzWXb,"การบรรจุห่อ, การห่อ, การบรรจุ, การหุ้ม"
法則,ほうそく,"law, rule",JLPT JLPT_2,iMzqR&2E$7,"กฎหมาย ระเบียบ, ข้อบังคับ, ข้อกำหนด, หลักเกณฑ์"
包帯,ほうたい,bandage,JLPT JLPT_2,jdeHukm4CR,"ผ้าพันแผล, ผ้ากอซ, ผ้าพัน, วัสดุปิดแผล"
膨大,ぼうだい,"enormous, extensive",JLPT JLPT_2,hDhfR$-iz,"มหึมา กว้างขวาง, ใหญ่โต, มหาศาล, แผ่กว้าง"
包丁,ほうちょう,"kitchen knife, carving knife",JLPT JLPT_2,F|0`&E;>^U,"มีดทำครัว มีดแกะสลัก, มีดหั่น, มีดปอก, มีดแล่"
方程式,ほうていしき,equation,JLPT JLPT_2,CWj-S*o0>!,"สมการ, ประโยคสมการ, สัมประสิทธิ์, สูตร"
防犯,ぼうはん,prevention of crime,JLPT JLPT_2,ud5?<C%(~-,"การป้องกันอาชญากรรม, สกัดกั้นอาชญากรรม, การป้องปราม, ลดอาชญากรรม"
方面,ほうめん,direction; area,JLPT JLPT_2 Intermediate_Japanese_Ln.8 Intermediate_Japanese,pYi7d6I9bd,"ทิศทาง; พื้นที่, แผนก, ด้าน, ส่วน"
坊や,ぼうや,boy,JLPT JLPT_2,G_?oo:%KzF,"เด็กผู้ชาย, ลูกชาย, หนุ่มน้อย, เด็กหนุ่ม"
放る,ほうる,to let go,JLPT JLPT_2,"C{B(cB/!,S","ปล่อยวาง, ละทิ้ง, ปล่อยมือ, คลาย"
朗らか,ほがらか,"bright, cheerful, melodious",JLPT JLPT_2,"biS@,:!mm:","สดใส ร่าเริง ไพเราะ, สดชื่น, แจ่มใส, เบิกบาน"
朗らか(な),ほがらか(な),"cheerful, merry bright (sky, day, etc.), fine, clear",JLPT JLPT_2,B5Ml)a4{iI,"ร่าเริง สดใส (ท้องฟ้า วัน ฯลฯ) ดี แจ่มใส, รื่นเริง, สบายใจ, ปลอดโปร่ง"
牧場,ぼくじょう,farm (livestock); pasture land,JLPT JLPT_2,"D[,+7?JI;Q","ฟาร์ม (ปศุสัตว์); ทุ่งหญ้าเลี้ยงสัตว์, ปศุสัตว์, ทุ่งหญ้า, ฟาร์มสัตว์"
牧畜,ぼくちく,stock-farming,JLPT JLPT_2,oCu$DV_SOs,"การเลี้ยงปศุสัตว์, ปศุสัตว์, การเลี้ยงสัตว์, การเกษตรปศุสัตว์"
保健,ほけん,"health preservation, hygiene, sanitation",JLPT JLPT_2,"tY,tXP&1EW","การรักษาสุขภาพ สุขอนามัย การสุขาภิบาล, อนามัย, สุขาภิบาล, สาธารณสุข"
募集,ぼしゅう,recruitment,JLPT JLPT_2 Genki_Ln.13 Genki,IXW1A3^TP],"การสรรหาบุคลากร, การจ้างงาน, การรับสมัคร, การหาคน"
干す,ほす,"to air, to dry, to drink up",JLPT JLPT_2,G2&WPE#=vv,"ผึ่งลม, ตากให้แห้ง, ดื่มให้หมด, ตากลม"
ポスター,ポスター,poster,JLPT_2 JLPT Genki_Ln.21 Genki,vz]f3qYXvW,"โปสเตอร์, แผ่นประกาศ, ใบปิด, รูปโปสเตอร์"
北極,ほっきょく,North Pole,JLPT JLPT_2,bgjpd&a{kA,"ขั้วโลกเหนือ, อาร์กติก, ขั้วโลกเหนือสุด, จุดเหนือสุดของโลก"
坊っちゃん,ぼっちゃん,son (of others),JLPT JLPT_2,F}X~i4B*xw,"ลูกชาย (ของผู้อื่น), บุตรชาย, เด็กชาย, ลูกท่าน"
解く,ほどく,to unfasten,JLPT JLPT_2,FAb2m|I`v1,"เพื่อคลายออก, แกะออก, ปลดออก, คลี่ออก"
掘る,ほる,"to dig, to excavate",JLPT JLPT_2,P(Ii(].EKe,"ขุด, ขุดค้น, เจาะ, ค้นหา"
彫る,ほる,"to carve, to chisel",JLPT JLPT_2,w:dO4e{8Ji,"แกะสลัก, สลัก, เจียระไน, แกะ"
ぼろ,ぼろ,"rag, tattered clothes",JLPT JLPT_2,"NW1R}tvp,P","เสื้อผ้าขาดวิ่น, ผ้าขี้ริ้ว, เสื้อผ้าเก่า, ผ้าเปื่อย"
盆,ぼん,Festival of the Dead; tray,JLPT JLPT_2,qj@{)T)L*<,"เทศกาลแห่งความตาย; ถาด, เทศกาลบรรพบุรุษ, ถาดเสิร์ฟ, ภาชนะ"
盆地,ぼんち,"basin (e.g., between mountains)",JLPT JLPT_2,cA[T.nYJ`t,"แอ่ง (เช่น ระหว่างภูเขา), อ่าง, แอ่งกระทะ, ที่ราบต่ำ"
ほんの～,ほんの～,"mere, just",JLPT JLPT_2,LD`QTJO;b~,"เพียงแค่, แค่, เพียง, เท่านั้น"
本部,ほんぶ,headquarters,JLPT JLPT_2,j_S85q;bAx,"สำนักงานใหญ่, ศูนย์บัญชาการ, ที่ทำการใหญ่, ส่วนกลาง"
本来,ほんらい,"essentially, naturally, by nature",JLPT JLPT_2,d:u_JtOqN$,"โดยพื้นฐาน โดยธรรมชาติ, โดยแท้จริง, โดยกำเนิด, ตามธรรมชาติ"
まあまあ,まあまあ,okay; so-so; decent,JLPT JLPT_2 Genki_Ln.11 Genki,gEu+!$P11#,"โอเค; พอใช้; ดีพอใช้, ใช้ได้, ไม่เลว, พอประมาณ"
毎～,まい～,every ~,JLPT JLPT_2,A((3F0kA(~,"ทุกๆ ~, ทุกๆ, แต่ละ, ทั่วไป"
枚数,まいすう,the number of flat things,JLPT JLPT_2,txIx.*SQ<<,"จำนวนสิ่งของแบนๆ, จำนวนแผ่น, จำนวนหน้า, ปริมาณแผ่น"
毎度,まいど,"each time, common service-sector greeting",JLPT JLPT_2,tNEeyhC?CO,"ทุกครั้ง การทักทายแบบทั่วไปในภาคบริการ, ทุกคราว, บ่อยครั้ง, สวัสดีครับ/ค่ะ"
まく,まく,"to wind, to coil, to roll",JLPT JLPT_2,HX*jvL+{?S,"พัน, ขด, ม้วน, ขดลวด"
枕,まくら,pillow,JLPT JLPT_2,r:aSt_cmjW,"หมอน, หมอนหนุน, หมอนอิง, เครื่องหนุน"
曲げる,まげる,"to bend, to crook, to lean",JLPT JLPT_2,c^Y!O@AS0!,"โค้งงอ คดงอ เอนเอียง, งอ, เอียง, หักงอ"
まごまご,まごまご,"confused, be at a loss",JLPT JLPT_2,fsndtXo3d3,"สับสน งงงวย, งง, ไม่เข้าใจ, หลงทิศ"
摩擦,まさつ,friction; rubbing; chafe,JLPT_2 JLPT Intermediate_Japanese_Ln.15 Intermediate_Japanese,s]MF/PuI>5,"แรงเสียดทาน; การถู; การเสียดสี, การขัดถู, การเสียดสีกัน, แรงต้าน"
まざる,まざる,"to be mixed, to be blended with, to associate with",JLPT JLPT_2,jl4iD/OMQ),"ผสมกัน, ผสานเข้าด้วยกัน, เกี่ยวข้องกับ, ปะปน"
まじる,まじる,"to be mixed, to be blended with, to associate with",JLPT JLPT_2,tA}W)>X]v|,"ผสมกัน, ผสานเข้าด้วยกัน, เกี่ยวข้องกับ, คลุกเคล้า"
マスク,マスク,mask,JLPT JLPT_2,C!G`yaEZpC,"หน้ากาก, ผ้าปิดหน้า, เครื่องปกปิด, สิ่งบดบัง"
まぜる,まぜる,"to mix, to stir",JLPT JLPT_2,N2_f#cqR]>,"ผสม, คน, กวน, คลุก"
またぐ,またぐ,to straddle,JLPT JLPT_2,MVE!gLhDn<,"คร่อม, ข้าม, เหยียบคร่อม, คาบ"
跨ぐ,またぐ,"to step over/across, to stride over/across, to cross to stretch over, to span, to bridge, to saddle, to straddle",JLPT JLPT_2,G1zbrDd=1y,"ก้าวข้าม, ก้าวข้าม, ข้าม, ยืดข้าม, ทอดข้าม, สร้างสะพาน, อานม้า, คร่อม"
待合室,まちあいしつ,waiting room,JLPT JLPT_2,K=0IrWVZf4,"ห้องรอ, ห้องรับรอง, ห้องนั่งรอ, ที่นั่งรอ"
待ち合わせる,まちあわせる,"to rendezvous, to meet at a prearranged place and time",JLPT JLPT_2,ba8vXTF^0z,"นัดพบกัน, พบกัน ณ สถานที่และเวลาที่กำหนดไว้ล่วงหน้า, นัดหมาย, นัดเจอ"
街角,まちかど,street corner,JLPT JLPT_2,Qdd<k6I!B.,"มุมถนน, หัวมุม, แยกถนน, สี่แยก"
真っ暗,まっくら,total darkness,JLPT JLPT_2,L9D&pF9do3,"ความมืดสนิท, มืดตึ๊ดตื๋อ, มิดสนิท, มืดมิด"
真っ黒,まっくろ,pitch black,JLPT JLPT_2,uf8qa)}H~~,"มืดสนิท, ดำมืด, ดำสนิท, มืดมิด"
真っ青,まっさお,"deep blue, ghastly pale",JLPT JLPT_2,O<9;wBZ~L0,"สีน้ำเงินเข้ม ซีดเซียวอย่างน่ากลัว, หน้าซีด, สีครามเข้ม, หน้าถอดสี"
真っ先,まっさき,"foremost, beginning",JLPT JLPT_2,J/q2ej|!r|,"ประการแรก เริ่มต้น, อันดับแรก, เบื้องต้น, ขั้นต้น"
真っ白,まっしろ,pure white,JLPT JLPT_2,J6?OmtkLVX,"สีขาวบริสุทธิ์, ขาวจั๊วะ, ขาวผ่อง, ขาวสะอาด"
祭る,まつる,"to deify, to enshrine",JLPT JLPT_2,GdV0$T|dnJ,"เพื่อยกย่องให้เป็นเทพเจ้า เพื่อประดิษฐาน, บูชา, สักการะ, ตั้งบูชา"
窓口,まどぐち,(ticket) window,JLPT JLPT_2 Intermediate_Japanese_Ln.10 Intermediate_Japanese,xdz)^i]j;[,"หน้าต่าง (ตั๋ว), ช่องจำหน่าย, จุดบริการ, เคาน์เตอร์ตั๋ว"
